85.714,14.286
0,100
66.667,33.333
100,0
100,0
100,0
83.333,16.667
14.286,85.714
100,0
100,0
75,25
100,0
100,0
83.333,16.667
20,80
0,100
60,40
100,0
0,100
100,0
14.286,85.714
